,Name,AHA ID,Hospital ID,Cancer Ranking,Cancer Ranking Tied?,Cancer Ranking Revoked?,Cancer Ranking Specialty ID,Cancer Ranking PrettyPrinter,Cancer Care Score,Updated
443,St. Francis Hospital-Tulsa,6731215,6731215,,,,IHQCANC,adult,30.3/100,2023-01-04 19:41:01.724154
444,UnityPoint Health-St. Luke's Hospital,6620180,6620180,,,,IHQCANC,adult,30.3/100,2023-01-04 19:41:01.724154
445,Medical Center of Trinity,6398093,6398093,,,,IHQCANC,adult,30.2/100,2023-01-04 19:41:01.724154
446,SSM Health St. Mary's Hospital-St. Louis,6630995,6630995,,,,IHQCANC,adult,30.2/100,2023-01-04 19:41:01.724154
447,St. Anthony's Hospital,6390940,6390940,,,,IHQCANC,adult,30.2/100,2023-01-04 19:41:01.724154
448,Mather Hospital at Northwell Health,6214050,6214050,,,,IHQCANC,adult,30.1/100,2023-01-04 19:41:01.724154
449,Bellin Memorial Hospital,6450420,6450420,,,,IHQCANC,adult,30.0/100,2023-01-04 19:41:01.724154
450,Mercy Hospital Springfield,6631350,6631350,,,,IHQCANC,adult,30.0/100,2023-01-04 19:41:01.724154
451,Alta Bates Summit Medical Center-Berkeley,6930290,6930290,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
452,Frederick Regional Hospital,6320540,6320540,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
453,HCA Florida Osceola Hospital,6390440,6390440,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
454,Henry Ford West Bloomfield Hospital,6440049,6440049,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
455,Miriam Hospital,6150130,6150130,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
456,St. Charles Medical Center,6920070,6920070,,,,IHQCANC,adult,29.9/100,2023-01-04 19:41:01.724154
457,Baptist Medical Center,6740415,6740415,,,,IHQCANC,adult,29.8/100,2023-01-04 19:41:01.724154
458,Hospital of Central Connecticut,6160013,6160013,,,,IHQCANC,adult,29.8/100,2023-01-04 19:41:01.724154
459,Kaiser Permanente Baldwin Park Medical Center,6930098,6930098,,,,IHQCANC,adult,29.8/100,2023-01-04 19:41:01.724154
460,Rochester General Hospital,6214290,6214290,,,,IHQCANC,adult,29.8/100,2023-01-04 19:41:01.724154
461,CentraState Medical Center,6220322,6220322,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
462,Forbes Hospital,6232551,6232551,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
463,Integris Baptist Medical Center,6730728,6730728,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
464,Shannon Medical Center,6740129,6740129,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
465,Sparrow Hospital,6441595,6441595,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
466,St. Luke's Anderson Campus,6230456,6230456,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
467,TMC Healthcare-Tucson,6860020,6860020,,,,IHQCANC,adult,29.7/100,2023-01-04 19:41:01.724154
468,Aultman Hospital,6410280,6410280,,,,IHQCANC,adult,29.6/100,2023-01-04 19:41:01.724154
469,Health First Holmes Regional Medical Center,6390530,6390530,,,,IHQCANC,adult,29.6/100,2023-01-04 19:41:01.724154
470,Swedish American Hospital,6432810,6432810,,,,IHQCANC,adult,29.6/100,2023-01-04 19:41:01.724154
471,UP Health System-Marquette,6441720,6441720,,,,IHQCANC,adult,29.6/100,2023-01-04 19:41:01.724154
472,Virginia Hospital Center,6340040,6340040,,,,IHQCANC,adult,29.6/100,2023-01-04 19:41:01.724154
473,CHI St. Luke's Health-The Woodlands Hospital,6740248,6740248,,,,IHQCANC,adult,29.5/100,2023-01-04 19:41:01.724154
474,Fort Sanders Regional Medical Center,6520510,6520510,,,,IHQCANC,adult,29.5/100,2023-01-04 19:41:01.724154
475,Kaiser Permanente Panorama City Medical Center,6933784,6933784,,,,IHQCANC,adult,29.5/100,2023-01-04 19:41:01.724154
476,Chandler Regional Medical Center,6860028,6860028,,,,IHQCANC,adult,29.4/100,2023-01-04 19:41:01.724154
477,Providence Little Company of Mary Medical Center Torrance,6933681,6933681,,,,IHQCANC,adult,29.4/100,2023-01-04 19:41:01.724154
478,Holy Cross Hospital-Silver Spring,6320813,6320813,,,,IHQCANC,adult,29.3/100,2023-01-04 19:41:01.724154
479,Mount Nittany Medical Center,6230130,6230130,,,,IHQCANC,adult,29.3/100,2023-01-04 19:41:01.724154
480,Baptist Health Louisville,6510365,6510365,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
481,Baptist Memorial Hospital-Desoto,6540950,6540950,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
482,Bryan Medical Center,6660006,6660006,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
483,Emory Decatur Hospital,6380488,6380488,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
484,Providence Cedars-Sinai Tarzana Medical Center,6933670,6933670,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
485,St. Agnes Medical Center,6930810,6930810,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
486,Straub Medical Center,6950405,6950405,,,,IHQCANC,adult,29.2/100,2023-01-04 19:41:01.724154
487,Duke Raleigh Hospital,6361180,6361180,,,,IHQCANC,adult,29.1/100,2023-01-04 19:41:01.724154
488,Maimonides Medical Center,6210747,6210747,,,,IHQCANC,adult,29.1/100,2023-01-04 19:41:01.724154
489,Memorial Hospital of South Bend,6421290,6421290,,,,IHQCANC,adult,29.1/100,2023-01-04 19:41:01.724154
490,St. Joseph Hospital-Eureka,6930106,6930106,,,,IHQCANC,adult,29.1/100,2023-01-04 19:41:01.724154
491,William W. Backus Hospital,6160560,6160560,,,,IHQCANC,adult,29.1/100,2023-01-04 19:41:01.724154
492,Ascension Resurrection,6431020,6431020,,,,IHQCANC,adult,29.0/100,2023-01-04 19:41:01.724154
493,Banner Boswell Medical Center,6860378,6860378,,,,IHQCANC,adult,29.0/100,2023-01-04 19:41:01.724154
494,Baton Rouge General Medical Center,6720042,6720042,,,,IHQCANC,adult,29.0/100,2023-01-04 19:41:01.724154
495,Essentia Health-St. Mary's Medical Center,6610410,6610410,,,,IHQCANC,adult,29.0/100,2023-01-04 19:41:01.724154
496,Tallahassee Memorial Healthcare,6391030,6391030,,,,IHQCANC,adult,29.0/100,2023-01-04 19:41:01.724154
497,Henry Ford Wyandotte Hospital,6442520,6442520,,,,IHQCANC,adult,28.9/100,2023-01-04 19:41:01.724154
498,Pali Momi Medical Center,6950001,6950001,,,,IHQCANC,adult,28.9/100,2023-01-04 19:41:01.724154
499,UW Medicine-Valley Medical Center,6910520,6910520,,,,IHQCANC,adult,28.9/100,2023-01-04 19:41:01.724154
500,CarolinaEast Medical Center,6361068,6361068,,,,IHQCANC,adult,28.8/100,2023-01-04 19:41:01.724154
501,Maine Medical Center,6110430,6110430,,,,IHQCANC,adult,28.8/100,2023-01-04 19:41:01.724154
502,Mercy Health-Anderson Hospital,6410580,6410580,,,,IHQCANC,adult,28.8/100,2023-01-04 19:41:01.724154
503,St. Vincent Hospital-Worcester,6142350,6142350,,,,IHQCANC,adult,28.8/100,2023-01-04 19:41:01.724154
504,Virtua Our Lady of Lourdes Hospital,6220200,6220200,,,,IHQCANC,adult,28.8/100,2023-01-04 19:41:01.724154
505,St. Dominic-Jackson Memorial Hospital,6540390,6540390,,,,IHQCANC,adult,28.7/100,2023-01-04 19:41:01.724154
506,University of Missouri Health Care-Columbia,6630150,6630150,,,,IHQCANC,adult,28.7/100,2023-01-04 19:41:01.724154
507,Atrium Health Wake Forest Baptist Health-High Point Medical Center,6360780,6360780,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
508,Eastern Maine Medical Center,6110050,6110050,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
509,Marshfield Medical Center,6450860,6450860,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
510,MedStar Franklin Square Medical Center,6320120,6320120,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
511,Northside Hospital Gwinnett,6380325,6380325,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
512,Northwestern Medicine Delnor Hospital,6431765,6431765,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
513,WakeMed Raleigh Campus,6360001,6360001,,,,IHQCANC,adult,28.6/100,2023-01-04 19:41:01.724154
514,Doctors Hospital of Augusta,6380265,6380265,,,,IHQCANC,adult,28.5/100,2023-01-04 19:41:01.724154
515,Houston Methodist The Woodlands Hospital,6741091,6741091,,,,IHQCANC,adult,28.5/100,2023-01-04 19:41:01.724154
516,Kaiser Permanente South Sacramento Medical Center,6932673,6932673,,,,IHQCANC,adult,28.5/100,2023-01-04 19:41:01.724154
517,Methodist Stone Oak Hospital,6740417,6740417,,,,IHQCANC,adult,28.5/100,2023-01-04 19:41:01.724154
518,UPMC St. Margaret,6232610,6232610,,,,IHQCANC,adult,28.5/100,2023-01-04 19:41:01.724154
519,Henrico Doctors' Hospitals,6340012,6340012,,,,IHQCANC,adult,28.4/100,2023-01-04 19:41:01.724154
520,Ascension Genesys Hospital,6440018,6440018,,,,IHQCANC,adult,28.3/100,2023-01-04 19:41:01.724154
521,Carondelet St. Mary's Hospital,6860480,6860480,,,,IHQCANC,adult,28.3/100,2023-01-04 19:41:01.724154
522,Mercy Gilbert Medical Center,6860051,6860051,,,,IHQCANC,adult,28.3/100,2023-01-04 19:41:01.724154
523,Kaiser Permanente San Leandro Medical Center,6930707,6930707,,,,IHQCANC,adult,28.2/100,2023-01-04 19:41:01.724154
524,Mercy Hospital Oklahoma City,6730800,6730800,,,,IHQCANC,adult,28.2/100,2023-01-04 19:41:01.724154
525,Mosaic Life Care-St. Joseph,6630009,6630009,,,,IHQCANC,adult,28.2/100,2023-01-04 19:41:01.724154
526,Cleveland Clinic Martin Health,6391000,6391000,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
527,Concord Hospital,6120030,6120030,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
528,Crestwood Medical Center,6530521,6530521,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
529,HSHS Sacred Heart Hospital,6450330,6450330,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
530,Mercy Hospital-Coon Rapids,6610085,6610085,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
531,Munson Medical Center,6440013,6440013,,,,IHQCANC,adult,28.1/100,2023-01-04 19:41:01.724154
532,Hillcrest Medical Center,6731180,6731180,,,,IHQCANC,adult,28.0/100,2023-01-04 19:41:01.724154
533,Lakeland Regional Health Medical Center,6390470,6390470,,,,IHQCANC,adult,28.0/100,2023-01-04 19:41:01.724154
534,UConn John Dempsey Hospital,6160215,6160215,,,,IHQCANC,adult,28.0/100,2023-01-04 19:41:01.724154
535,Kaiser Permanente Roseville Medical Center,6930421,6930421,,,,IHQCANC,adult,27.9/100,2023-01-04 19:41:01.724154
536,Kent County Memorial Hospital,6150215,6150215,,,,IHQCANC,adult,27.9/100,2023-01-04 19:41:01.724154
537,NCH Baker Hospital,6390669,6390669,,,,IHQCANC,adult,27.9/100,2023-01-04 19:41:01.724154
538,ProMedica Toledo Hospital,6412180,6412180,,,,IHQCANC,adult,27.9/100,2023-01-04 19:41:01.724154
539,St. Francis Medical Center-Monroe,6720460,6720460,,,,IHQCANC,adult,27.9/100,2023-01-04 19:41:01.724154
540,CHI Memorial Hospital,6520019,6520019,,,,IHQCANC,adult,27.8/100,2023-01-04 19:41:01.724154
541,John D. Archbold Memorial Hospital,6381140,6381140,,,,IHQCANC,adult,27.8/100,2023-01-04 19:41:01.724154
542,WellStar Cobb Hospital,6380285,6380285,,,,IHQCANC,adult,27.8/100,2023-01-04 19:41:01.724154
543,Beaumont Hospital-Farmington Hills,6441011,6441011,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
544,Bon Secours St. Francis Medical Center,6340021,6340021,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
545,Cape Fear Valley Medical Center,6360023,6360023,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
546,Intermountain St. George Regional Hospital,6870245,6870245,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
547,PeaceHealth St. Joseph Medical Center,6910001,6910001,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
548,University of Texas Medical Branch,6741615,6741615,,,,IHQCANC,adult,27.7/100,2023-01-04 19:41:01.724154
549,Adventist Health Bakersfield,6930210,6930210,,,,IHQCANC,adult,27.6/100,2023-01-04 19:41:01.724154
550,Einstein Medical Center Philadelphia,6231634,6231634,,,,IHQCANC,adult,27.6/100,2023-01-04 19:41:01.724154
551,North Colorado Medical Center,6840650,6840650,,,,IHQCANC,adult,27.6/100,2023-01-04 19:41:01.724154
552,St. Rita's Medical Center,6411560,6411560,,,,IHQCANC,adult,27.6/100,2023-01-04 19:41:01.724154
553,Community Hospital North,6420023,6420023,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
554,Community Medical Center-Toms River,6221395,6221395,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
555,Hartford Hospital,6160003,6160003,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
556,Kettering Health Main Campus,6411466,6411466,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
557,PeaceHealth Southwest Medical Center,6911130,6911130,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
558,Stamford Hospital,6160009,6160009,,,,IHQCANC,adult,27.5/100,2023-01-04 19:41:01.724154
559,Holston Valley Medical Center,6520470,6520470,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
560,Jupiter Medical Center,6393411,6393411,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
561,Middlesex Hospital,6160340,6160340,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
562,Northeast Georgia Medical Center,6380019,6380019,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
563,St. Francis Healthcare System-Cape Girardeau,6630070,6630070,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
564,Touro Infirmary,6720670,6720670,,,,IHQCANC,adult,27.4/100,2023-01-04 19:41:01.724154
565,Benefis Health System-Great Falls,6810003,6810003,,,,IHQCANC,adult,27.3/100,2023-01-04 19:41:01.724154
566,Lee Memorial Hospital,6390240,6390240,,,,IHQCANC,adult,27.3/100,2023-01-04 19:41:01.724154
567,OSF Healthcare St. Francis Medical Center,6432620,6432620,,,,IHQCANC,adult,27.3/100,2023-01-04 19:41:01.724154
568,Central Maine Medical Center,6110370,6110370,,,,IHQCANC,adult,27.2/100,2023-01-04 19:41:01.724154
569,Grand Strand Regional Medical Center,6370477,6370477,,,,IHQCANC,adult,27.2/100,2023-01-04 19:41:01.724154
570,HCA Houston Healthcare Kingwood,6740046,6740046,,,,IHQCANC,adult,27.2/100,2023-01-04 19:41:01.724154
571,University of Louisville Hospital,6510550,6510550,,,,IHQCANC,adult,27.2/100,2023-01-04 19:41:01.724154
572,Atrium Health-Pineville,6360018,6360018,,,,IHQCANC,adult,27.1/100,2023-01-04 19:41:01.724154
573,University Hospitals Lake Medical Centers,6411870,6411870,,,,IHQCANC,adult,27.1/100,2023-01-04 19:41:01.724154
574,Bon Secours St. Francis Health System-Greenville,6370330,6370330,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
575,Lexington Medical Center,6370671,6370671,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
576,McLaren Bay Region Hospital,6440190,6440190,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
577,Memorial Health University Medical Center,6381027,6381027,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
578,M Health Fairview St. John's Hospital,6610820,6610820,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
579,Washington Hospital-Pennsylvania,6233320,6233320,,,,IHQCANC,adult,27.0/100,2023-01-04 19:41:01.724154
580,Bristol Regional Medical Center,6520040,6520040,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
581,Christus Spohn Hospital-Corpus Christi,6740089,6740089,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
582,Deaconess Hospital,6420320,6420320,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
583,Essentia Health-Fargo,6640003,6640003,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
584,Providence Regional Medical Center Everett,6910004,6910004,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
585,UPMC Altoona,6230086,6230086,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
586,UPMC Mercy,6232510,6232510,,,,IHQCANC,adult,26.9/100,2023-01-04 19:41:01.724154
587,Inspira Medical Center-Vineland,6220125,6220125,,,,IHQCANC,adult,26.8/100,2023-01-04 19:41:01.724154
588,Mercy Health-St. Elizabeth Youngstown Hospital,6412440,6412440,,,,IHQCANC,adult,26.8/100,2023-01-04 19:41:01.724154
589,Mission Hospital-Asheville,6360013,6360013,,,,IHQCANC,adult,26.8/100,2023-01-04 19:41:01.724154
590,Parkview Medical Center,6840850,6840850,,,,IHQCANC,adult,26.8/100,2023-01-04 19:41:01.724154
591,WakeMed Cary Hospital,636118A,636118A,,,,IHQCANC,adult,26.8/100,2023-01-04 19:41:01.724154
592,Charleston Area Medical Center,6350120,6350120,,,,IHQCANC,adult,26.7/100,2023-01-04 19:41:01.724154
593,Norman Regional Hospital-Norman,6730074,6730074,,,,IHQCANC,adult,26.7/100,2023-01-04 19:41:01.724154
594,California Pacific Medical Center,6930032,6930032,,,,IHQCANC,adult,26.6/100,2023-01-04 19:41:01.724154
595,Community Memorial Hospital-Ventura,6930131,6930131,,,,IHQCANC,adult,26.6/100,2023-01-04 19:41:01.724154
596,Decatur Memorial Hospital,6431370,6431370,,,,IHQCANC,adult,26.6/100,2023-01-04 19:41:01.724154
597,Aventura Hospital and Medical Center,6390282,6390282,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
598,Baylor Scott and White Medical Center-Grapevine,6741739,6741739,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
599,Community Hospital-Munster,6421050,6421050,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
600,HonorHealth Scottsdale Thompson Peak Medical Center,6860054,6860054,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
601,Los Robles Hospital and Medical Center,6933672,6933672,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
602,Northwest Medical Center-Tucson,6864010,6864010,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
603,Sisters of Charity Hospital of Buffalo,6211000,6211000,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
604,Virtua Mount Holly Hospital,6220730,6220730,,,,IHQCANC,adult,26.5/100,2023-01-04 19:41:01.724154
605,Atrium Health Navicent Medical Center,6380730,6380730,,,,IHQCANC,adult,26.4/100,2023-01-04 19:41:01.724154
606,Maury Regional Hospital,6520209,6520209,,,,IHQCANC,adult,26.4/100,2023-01-04 19:41:01.724154
607,Sutter Medical Center,6930073,6930073,,,,IHQCANC,adult,26.4/100,2023-01-04 19:41:01.724154
608,Asante Rogue Regional Medical Center,6920280,6920280,,,,IHQCANC,adult,26.3/100,2023-01-04 19:41:01.724154
609,Carson Tahoe Health-Carson City,6880025,6880025,,,,IHQCANC,adult,26.3/100,2023-01-04 19:41:01.724154
610,Santa Rosa Memorial Hospital,6930109,6930109,,,,IHQCANC,adult,26.3/100,2023-01-04 19:41:01.724154
611,Silver Cross Hospital,6432000,6432000,,,,IHQCANC,adult,26.2/100,2023-01-04 19:41:01.724154
612,St. Anthony Hospital-Lakewood,6840385,6840385,,,,IHQCANC,adult,26.2/100,2023-01-04 19:41:01.724154
613,Texoma Medical Center,6741135,6741135,,,,IHQCANC,adult,26.2/100,2023-01-04 19:41:01.724154
614,Candler Hospital,6381080,6381080,,,,IHQCANC,adult,26.1/100,2023-01-04 19:41:01.724154
615,Christus St. Vincent Regional Medical Center,6850390,6850390,,,,IHQCANC,adult,26.1/100,2023-01-04 19:41:01.724154
616,Holy Cross Health-Fort Lauderdale,6390230,6390230,,,,IHQCANC,adult,26.1/100,2023-01-04 19:41:01.724154
617,Ascension SE Wisconsin Hospital-St. Joseph Campus,6450022,6450022,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
618,Broward Health Coral Springs,6390150,6390150,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
619,Clara Maass Medical Center,6220758,6220758,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
620,Jackson Hospital and Clinic,6530695,6530695,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
621,"Jefferson Health-Stratford, Cherry Hill and Washington Township",6221345,6221345,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
622,Medical City Arlington,6740115,6740115,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
623,North Florida Regional Medical Center,6390225,6390225,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
624,Trinity Health Oakland Hospital,6442140,6442140,,,,IHQCANC,adult,26.0/100,2023-01-04 19:41:01.724154
625,Atrium Health-Cabarrus,6360360,6360360,,,,IHQCANC,adult,25.9/100,2023-01-04 19:41:01.724154
626,Boulder Community Health-Foothills Hospital,6840040,6840040,,,,IHQCANC,adult,25.9/100,2023-01-04 19:41:01.724154
627,Excela Health Westmoreland Hospital,6230840,6230840,,,,IHQCANC,adult,25.9/100,2023-01-04 19:41:01.724154
628,Kaiser Permanente South Bay Medical Center,6930925,6930925,,,,IHQCANC,adult,25.9/100,2023-01-04 19:41:01.724154
629,Our Lady of Lourdes Memorial Hospital,6210370,6210370,,,,IHQCANC,adult,25.9/100,2023-01-04 19:41:01.724154
630,Ascension All Saints Hospital,6451580,6451580,,,,IHQCANC,adult,25.8/100,2023-01-04 19:41:01.724154
631,Doctors Medical Center of Modesto,6930016,6930016,,,,IHQCANC,adult,25.8/100,2023-01-04 19:41:01.724154
632,Hospital HIMA San Pablo Oncológico,6040004,6040004,,,,IHQCANC,adult,25.8/100,2023-01-04 19:41:01.724154
633,Indiana University Health Bloomington Hospital,6420130,6420130,,,,IHQCANC,adult,25.8/100,2023-01-04 19:41:01.724154
634,St. Francis Hospital and Medical Center,6160004,6160004,,,,IHQCANC,adult,25.8/100,2023-01-04 19:41:01.724154
635,Baptist Hospital,6390792,6390792,,,,IHQCANC,adult,25.7/100,2023-01-04 19:41:01.724154
636,Brandon Regional Hospital,6390070,6390070,,,,IHQCANC,adult,25.7/100,2023-01-04 19:41:01.724154
637,Flowers Hospital,6530350,6530350,,,,IHQCANC,adult,25.7/100,2023-01-04 19:41:01.724154
638,USA Health University Hospital,6530600,6530600,,,,IHQCANC,adult,25.7/100,2023-01-04 19:41:01.724154
639,Kaleida Health-Buffalo General Medical Center,6211025,6211025,,,,IHQCANC,adult,25.6/100,2023-01-04 19:41:01.724154
640,Memorial Medical Center-Las Cruces,6850285,6850285,,,,IHQCANC,adult,25.6/100,2023-01-04 19:41:01.724154
641,Northwestern Medicine Central DuPage Hospital,6430019,6430019,,,,IHQCANC,adult,25.6/100,2023-01-04 19:41:01.724154
642,Ascension St. Thomas Hospital,6521040,6521040,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
643,CoxHealth Springfield,6631320,6631320,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
644,Henry Ford Macomb Hospitals,6441830,6441830,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
645,HonorHealth Deer Valley Medical Center,6860325,6860325,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
646,Main Line Health Riddle Hospital,6231375,6231375,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
647,Robert Wood Johnson University Hospital Somerset,6221340,6221340,,,,IHQCANC,adult,25.5/100,2023-01-04 19:41:01.724154
648,Lovelace Medical Center,6850060,6850060,,,,IHQCANC,adult,25.4/100,2023-01-04 19:41:01.724154
649,Providence St. Patrick Hospital,6810430,6810430,,,,IHQCANC,adult,25.4/100,2023-01-04 19:41:01.724154
650,SUNY Downstate Medical Center University Hospital,6210469,6210469,,,,IHQCANC,adult,25.4/100,2023-01-04 19:41:01.724154
651,Ascension St. Vincent Evansville,6420027,6420027,,,,IHQCANC,adult,25.3/100,2023-01-04 19:41:01.724154
652,Corpus Christi Medical Center,6740732,6740732,,,,IHQCANC,adult,25.3/100,2023-01-04 19:41:01.724154
653,Intermountain Utah Valley Hospital,6870220,6870220,,,,IHQCANC,adult,25.3/100,2023-01-04 19:41:01.724154
654,Gottlieb Memorial Hospital,6432435,6432435,,,,IHQCANC,adult,25.2/100,2023-01-04 19:41:01.724154
655,Olathe Medical Center,6670758,6670758,,,,IHQCANC,adult,25.2/100,2023-01-04 19:41:01.724154
656,SCL Health Good Samaritan Medical Center,6840021,6840021,,,,IHQCANC,adult,25.2/100,2023-01-04 19:41:01.724154
657,UnityPoint Health-Methodist Hospital,6432570,6432570,,,,IHQCANC,adult,25.2/100,2023-01-04 19:41:01.724154
658,Confluence Health-Central Washington Hospital,6911195,6911195,,,,IHQCANC,adult,25.1/100,2023-01-04 19:41:01.724154
659,Luminis Health Doctors Community Medical Center,6320645,6320645,,,,IHQCANC,adult,25.1/100,2023-01-04 19:41:01.724154
660,Mercy Health-St. Vincent Medical Center,6412170,6412170,,,,IHQCANC,adult,25.1/100,2023-01-04 19:41:01.724154
661,St. David's Round Rock Medical Center,6742345,6742345,,,,IHQCANC,adult,25.1/100,2023-01-04 19:41:01.724154
662,Piedmont Athens Regional Medical Center,6380040,6380040,,,,IHQCANC,adult,25.0/100,2023-01-04 19:41:01.724154
663,UPMC Williamsport,6233500,6233500,,,,IHQCANC,adult,25.0/100,2023-01-04 19:41:01.724154
664,AdventHealth Fish Memorial,6390046,6390046,,,,IHQCANC,adult,24.9/100,2023-01-04 19:41:01.724154
665,North Memorial Health Hospital,6611455,6611455,,,,IHQCANC,adult,24.9/100,2023-01-04 19:41:01.724154
666,Spartanburg Medical Center,6370610,6370610,,,,IHQCANC,adult,24.9/100,2023-01-04 19:41:01.724154
667,Southwest Healthcare System-Murrieta,6930690,6930690,,,,IHQCANC,adult,24.8/100,2023-01-04 19:41:01.724154
668,DCH Regional Medical Center,6530960,6530960,,,,IHQCANC,adult,24.7/100,2023-01-04 19:41:01.724154
669,Medical Center at Bowling Green,6510007,6510007,,,,IHQCANC,adult,24.7/100,2023-01-04 19:41:01.724154
670,Mon Health Medical Center,6350555,6350555,,,,IHQCANC,adult,24.7/100,2023-01-04 19:41:01.724154
671,SCL Health Lutheran Medical Center,6840012,6840012,,,,IHQCANC,adult,24.7/100,2023-01-04 19:41:01.724154
672,Bon Secours St. Francis Hospital,6370100,6370100,,,,IHQCANC,adult,24.6/100,2023-01-04 19:41:01.724154
673,CHI St. Vincent Infirmary,6710400,6710400,,,,IHQCANC,adult,24.6/100,2023-01-04 19:41:01.724154
674,Community Regional Medical Center,6930790,6930790,,,,IHQCANC,adult,24.6/100,2023-01-04 19:41:01.724154
675,Mercy Hospital South,6631160,6631160,,,,IHQCANC,adult,24.6/100,2023-01-04 19:41:01.724154
